Hs_m,Tp_s
10.207243032986192,14.736499586168687
10.200740208883403,14.96359835749335
10.181245544104897,15.179540983385515
10.14880048333361,15.383499577209607
10.10347406663383,15.57468524482911
10.045362828131964,15.752355090752719
9.974590740744317,15.91581920792754
9.891309067524519,16.064447449580754
9.79569622270897,16.19767606398775
9.687957595059979,16.315014116193364
9.568325381282406,16.416049747534906
9.437058345366355,16.500456188577818
9.294441627982513,16.56799771453679
9.14078648432685,16.61853547003001
8.976430049087146,16.65203338997526
8.801735081969197,16.668564311597486
8.617089718570554,16.668316506812808
8.422907221248689,16.651600882442555
8.219625743248628,16.618859179001408
8.007708109316841,16.570673552118354
7.787641620309827,16.50777799489776
7.559937890398988,16.431072130735988
7.325132725504892,16.341637973065257
7.0837860526298835,16.240760308479395
6.836481910663167,16.129951404524245
6.583828513754496,16.010980764396777
6.326458398831872,15.885910638666918
6.065028668874439,15.757137947776377
5.8002213429045195,15.627443156752546
5.532743822033517,15.50004646322378
5.2633294776809025,15.378671396106744
4.992738362558945,15.26761555199126
4.721758036071368,15.171827680358536
4.451204481918026,15.096989591389972
4.181923074849315,15.04960024237027
3.9147895229177374,15.037057630912965
3.6507106676286107,15.067731294755674
3.3906249626342153,15.151013738103355
3.13550236686535,15.297331809749146
2.8863432749381825,15.518088309144304
2.644175962233328,15.825488281081142
2.4100518440504723,16.232184237217293
2.1850376460999703,16.750651513185236
1.970203381524623,17.39218648171103
1.766604877485035,18.16542029433538
1.5752595780775704,19.07428376084359
1.3971145979998503,20.115474433445534
1.233006673350802,21.27568974550034
1.0836149039105054,22.529188372915126
0.9494090607976426,23.836539548105943
0.830598574884847,25.14554009175614
0.7270896074011319,26.395003545157042
0.6384589604724014,27.52134863965262
0.563953009316849,28.46682758200103
0.5025166918920384,29.187349244719286
0.45285216154067864,29.657736946689685
0.4135004188986695,29.87309833414825
0.3829342050778959,29.846371193876706
0.359648466144976,29.603308841172865
0.34223635955456133,29.176651518029594
0.32944317128384504,28.60095932287265
0.32019587338846345,27.90891144630737
0.3136106517662392,27.12921216061689
0.3089835718438018,26.285819338278817
0.30577048630402365,25.398054862104654
0.3035617783446948,24.48118418999641
0.3020562386775656,23.547162090236565
0.30103687609557805,22.605361057933344
0.3003501345284339,21.663193669582622
0.2998890011562878,20.726602019943282
0.29957985941675946,19.80042129056444
0.29937260740888405,18.888639105413304
0.2992334397365014,17.994575580046664
0.29913969771486193,17.121006595776795
0.2990762661005015,16.27024836774345
0.2990330919313874,15.444216719697206
0.2990034980893022,14.644470469167372
0.2989830488247309,13.872245211213887
0.29896879265382914,13.128481524799058
0.298958760049877,12.413850059432585
0.29895163149670045,11.728774918595438
0.29894651861852956,11.073456088914126
0.2989428199766424,10.447891251704128
0.2989401260122978,9.851897070041996
0.2989381562939572,9.285129909997604
0.29893671800828336,8.7471058887373
0.2989356784565031,8.237220118416028
0.29893494683234456,7.75476501601156
0.2989344622095101,7.29894756460814
0.2989341857547083,6.868905434213898
0.2989340959065324,6.463721895676441
0.2989341857547083,6.082439486974629
0.2989344622095101,5.72407241550102
0.29893494683234456,5.387617701986454
0.2989356784565031,5.072065090987094
0.29893671800828336,4.77640576919111
0.2989381562939572,4.499639946256746
0.2989401260122978,4.240783363669874
0.2989428199766424,3.9988728055358314
0.29894651861852956,3.7729706917358925
0.29895163149670045,3.5621688390379824
0.298958760049877,3.3655914802474296
0.29896879265382914,3.1823976361889232
0.2989830488247309,3.0117829413365915
0.2990034980893022,2.85298103268026
0.2990330919313874,2.705264624750646
0.2990762661005015,2.5679464138956742
0.29913969771486193,2.440379984615076
