Hs_m,Tp_s
10.67206367755326,15.242365872319814
10.665207667676174,15.487349722242367
10.644654141978842,15.720366606073675
10.610446803367616,15.94049119173319
10.562658136182815,16.14683982643954
10.50138982099845,16.338578998641175
10.426772134979764,16.514932535388386
10.338964265778765,16.67518971159382
10.238153862921745,16.818712259888937
10.124557025407986,16.944941657976834
9.998418009601979,17.053405823177144
9.86000904379754,17.14372568321499
9.709630123142857,17.215621506398378
9.547608717631833,17.26891897348757
9.374299563113398,17.303555313229392
9.190084375134635,17.319585460166824
8.99537161195599,17.31718860916654
8.790596213000086,17.296675355554907
8.576219370966882,17.25849585086337
8.352728318000858,17.203249388821643
8.120636140936604,17.131695970685378
7.88048163725766,17.04477049065394
7.632829220410219,16.943600276026412
7.378268886132671,16.829526814763277
7.117416253218007,16.704132588606463
6.850912692239376,16.569273992934573
6.579425557256033,16.427121357378898
6.303648536000634,16.280207068766195
6.0243021340923,16.131482725894738
5.742134307906658,15.984386112421054
5.457921258251855,15.842918544687409
5.172468392096541,15.711732810721077
4.886611451055535,15.59623143329415
4.6012177913502885,15.502674316628454
4.317187778037617,15.438293707350308
4.035456222979179,15.411412747392466
3.7569937466558803,15.43156077290644
3.4828078725070974,15.509573622540236
3.2139435616378824,15.657658371288557
2.951482757313271,15.889388171421986
2.696542325146634,16.21957176142081
2.4502695427520766,16.663912004544414
2.2138340184539307,17.238332123457674
1.9884146293762845,17.95781044119969
1.7751798270142338,18.83455201809612
1.5752595780775704,19.87536245921894
1.389707470338875,21.078243019860242
1.2194523545131342,22.428527868273083
1.0652405505891245,23.895348223091556
0.9275722239893112,25.42969375599277
0.8066387968898869,26.965572299439888
0.7022714248890347,28.42534406561736
0.6139123066591863,29.72907261590511
0.5406194097445506,30.805998750890293
0.4811102587033349,31.604952979035374
0.43384244654179627,32.10056995304437
0.39711992999829004,32.29373574588861
0.36920816354205294,32.2069046108613
0.3484400156161687,31.87653519734096
0.33329832223672784,31.34523347153712
0.32246790610887505,30.655454383520496
0.3148571307794753,29.84550609117306
0.3095943765095033,28.947708681890415
0.3060073500512471,27.988114732893138
0.30359319602282236,26.987130803806377
0.3019858874441971,25.96051452908005
0.30092529903422016,24.92041225823608
0.30023039574706506,23.876266078974748
0.2997774471283438,22.835530436801424
0.29948318633394655,21.804201141261668
0.2992922998737004,20.78718738493592
0.299168431688188,19.78856457515214
0.299087885566202,18.811742673604616
0.29903531335562467,17.859577794946162
0.29900081637280906,16.934447445340634
0.2989780257478552,16.038303471063685
0.2989628462397722,15.172711951985999
0.2989526418558999,14.338885826002508
0.29894571155246763,13.537713695522621
0.29894095330747467,12.76978675117095
0.2989376495005612,12.035424799733674
0.29893532994576116,11.334701812711286
0.29893368444162366,10.667471084093169
0.29893250683699946,10.03338991051818
0.29893165915296827,9.431943624785967
0.2989310484894317,8.862468787168838
0.2989306121105725,8.32417534462847
0.2989303077947293,7.81616759129982
0.29893010760709515,7.337463795507084
0.29892999393676634,6.8870143936429695
0.29892995707937847,6.46371868615146
0.29892999393676634,6.066440003632993
0.29893010760709515,5.694019340619889
0.2989303077947293,5.34528748028174
0.2989306121105725,5.019075655010994
0.2989310484894317,4.714224805549843
0.29893165915296827,4.42959351526189
0.29893250683699946,4.164064706658912
0.29893368444162366,3.9165511947899674
0.29893532994576116,3.6860001970930214
0.2989376495005612,3.471396902387198
0.29894095330747467,3.2717672035399565
0.29894571155246763,3.086179699815957
0.2989526418558999,2.9137470770535536
0.2989628462397722,2.7536269779785436
0.2989780257478552,2.605022482941799
0.29900081637280906,2.467182335519578
0.29903531335562467,2.3394010708037114
0.299087885566202,2.2210192406361315
0.299168431688188,2.111423983875998
0.2992922998737004,2.0100502653488426
0.29948318633394655,1.9163832073202165
0.2997774471283438,1.8299620611396425
0.3002303957470651,1.7503865051773104
0.30092529903422016,1.6773260860213708
0.3019858874441971,1.610533701390801
0.3035931960228224,1.5498639899490725
0.3060073500512471,1.4952972581847475
0.30959437650950333,1.4469690438975233
0.3148571307794752,1.4052045218607736
0.3224679061088749,1.3705557084119135
0.33329832223672784,1.3438379527271418
0.3484400156161686,1.3261607841061396
0.36920816354205305,1.3189471409151046
0.3971199299982897,1.32393452170654
0.4338424465417964,1.343151504157134
0.48111025870333457,1.3788628688994091
0.540619409744551,1.433475910185797
0.6139123066591863,1.5094001649587219
0.7022714248890336,1.6088551773454698
0.8066387968898869,1.7336293703755177
0.9275722239893092,1.8848093324759727
1.0652405505891254,2.0625198848398454
1.219452354513133,2.2657325356802707
1.389707470338876,2.492202156246152
1.5752595780775693,2.738571820184247
1.7751798270142347,3.000646740821212
1.9884146293762845,3.2737937158726713
2.2138340184539276,3.5533900831283414
2.4502695427520766,3.8352380865343667
2.6965423251466314,4.115877520788562
2.951482757313271,4.392762031291232
3.2139435616378806,4.664298989793764
3.482807872507099,4.92977869669893
3.756993746655878,5.189231211614398
4.035456222979179,5.44324954686605
4.317187778037617,5.692810562508212
4.6012177913502885,5.939114396221313
4.886611451055535,6.183453165879537
5.172468392096541,6.4271118566785885
5.457921258251855,6.671299240564381
5.742134307906658,6.917104043977221
6.0243021340923,7.165470719983662
6.303648536000634,7.417189417363417
6.579425557256033,7.6728955320276535
6.850912692239376,7.933075207509301
7.117416253218007,8.198074104913914
7.378268886132671,8.468107583049017
7.632829220410219,8.743271081549349
7.88048163725766,9.023549988229359
8.120636140936604,9.308828619533779
8.352728318000858,9.598898178357372
8.576219370966882,9.893463704839224
8.790596213000086,10.19215012496795
8.99537161195599,10.494507549831235
9.190084375134635,10.800015999185788
9.374299563113398,11.10808972116801
9.547608717631833,11.418081266115337
9.709630123142857,11.729285484499552
9.86000904379754,12.040943534483796
9.998418009601979,12.352247074717724
10.124557025407986,12.662342624598915
10.238153862921745,12.970336305237021
10.338964265778765,13.275298862721762
10.426772134979764,13.57627106414785
10.50138982099845,13.872269610960148
10.562658136182815,14.162293192357359
10.610446803367616,14.445329380091671
10.644654141978842,14.720361123951363
10.665207667676174,14.98637453014066
