Hs_m,Tp_s
10.868107905559704,15.459924617581972
10.861103069623713,15.712700627436666
10.840103401630113,15.953160846009064
10.805153141949884,16.18033640332591
10.756326929796831,16.39330257353186
10.693727967565088,16.591185017619374
10.617489487655355,16.773169770584044
10.527774040186364,16.93851052265459
10.42477307219975,17.086535983569405
10.308707208943098,17.216657836257653
10.179825762689307,17.32837745486461
10.038406621811701,17.421292791677278
9.884756024620492,17.49510485807975
9.71920828336846,17.549623941827647
9.542125516190511,17.584775742496156
9.353897417064548,17.60060762589174
9.154940976700637,17.59729510766383
8.945700249038927,17.57514897941963
8.726646108032817,17.534623379182616
8.498276041055478,17.47632532929946
8.261113967819416,17.401026291179207
8.015710104739654,17.30967643389011
7.762640880520104,17.2034224073401
7.502508918618035,17.083629534347455
7.235943098772712,16.951909433895583
6.963598713506962,16.810154176499765
6.686157735658503,16.660578126656194
6.404329214323658,16.505768637558095
6.118849816795121,16.34874671615822
5.830484533557479,16.193038650711717
5.540027561293561,16.04275938880233
5.2483033743106455,15.902708125731372
4.956167986532741,15.77847612968693
4.664510392305266,15.676566121559043
4.374254152039059,15.604521569054048
4.086359054416157,15.571062427381259
3.801822735358719,15.586220998595575
3.5216820584905126,15.661466215864017
3.2470139539932408,15.809795489275235
2.9789352629736534,16.045758032166365
2.718600933431675,16.385350326171654
2.4671996562310325,16.845688585114466
2.2259457204083146,17.4443215161122
1.9960655344218323,18.197999846123963
1.7787769711182593,19.12069068100327
1.5752595780775704,20.220672568994395
1.3866139584246189,21.4966965088689
1.2138095475201593,22.933564705078286
1.0576218710437144,24.49801970935177
0.9185633007043756,26.136441512466057
0.7968150538358851,27.776122902978912
0.6921717925566837,29.331425205152865
0.6040120851397079,30.71457583480676
0.5313064419709252,31.848805889424415
0.4726687213307442,32.680013228540766
0.4264473888942234,33.18331739410938
0.39084341380109255,33.36287861152812
0.36403526279376724,33.245991283955355
0.3442909819333097,32.87424504426893
0.33005252225433546,32.29474431512061
0.3199857053010822,31.553372054396796
0.3129972572247288,30.690756195957555
0.30822582656916814,29.740620888722145
0.3050161256489008,28.72977478011966
0.30288488956067217,27.678979482997143
0.3014853809582613,26.60413231617538
0.3005747616971732,25.517424064963805
0.2999865107766691,24.42831319429544
0.29960850291134267,23.344273493510045
0.29936640336910253,22.271332574556897
0.29921156701144164,21.214442404020964
0.2991124950379083,20.177726293419646
0.29904895961728845,19.1646406983313
0.2990080500971008,18.178081283133807
0.29898155949590827,17.22045420461986
0.29896428189225477,16.293726678007946
0.29895291601285795,15.399465809861024
0.298945365469334,14.538871170312607
0.29894029505832537,13.712804262899311
0.2989368506489177,12.921816585681208
0.2989344827669678,12.166177084570874
0.2989328355562817,11.445899277533048
0.2989316768214149,10.760768039078876
0.2989308538500605,10.110365888185928
0.2989302654195479,9.494098562145505
0.298929843985672,8.91121964816746
0.29892954430394353,8.36085406190929
0.2989293361409066,7.842020194050221
0.298929199613239,7.353650584472536
0.2989291222449117,6.8946110236291736
0.29892909718347865,6.463718019329748
0.2989291222449117,6.059754602755297
0.298929199613239,5.681484479078515
0.2989293361409066,5.327664555188238
0.29892954430394353,4.997055899593876
0.298929843985672,4.688433207743017
0.2989302654195479,4.400592860004404
0.2989308538500605,4.1323596698394445
0.2989316768214149,3.882592426680243
0.2989328355562817,3.650188342290575
0.2989344827669678,3.43408651151652
0.2989368506489177,3.2332704990320162
0.29894029505832537,3.0467701637738647
0.298945365469334,2.873662833256831
0.29895291601285795,2.713073942170317
0.29896428189225477,2.5641772553181945
0.29898155949590827,2.4261948064009062
0.2990080500971008,2.2983967044510365
0.29904895961728845,2.1801009929119237
0.2991124950379083,2.07067379723296
0.29921156701144164,1.9695300706972658
0.29936640336910253,1.876135349498254
0.29960850291134267,1.7900090582435657
0.2999865107766691,1.7107300603851372
0.3005747616971732,1.6379453058514304
0.3014853809582613,1.5713825514701905
0.30288488956067217,1.510868153073366
0.3050161256489008,1.45635075833096
0.30822582656916814,1.4079312573028724
0.31299725722472876,1.3658984805239562
0.31998570530108206,1.330768850083626
0.33005252225433557,1.303326599362075
0.3442909819333096,1.2846595570465302
0.36403526279376736,1.2761842118711764
0.39084341380109233,1.2796530970142141
