Hs_m,Tp_s
0.4264473888942236,1.2971373376621993
0.47266872133074384,1.3309769250357775
0.5313064419709255,1.3836903887453165
0.6040120851397079,1.4578346178620993
0.6921717925566826,1.5558072182970786
0.7968150538358851,1.679592005133432
0.9185633007043739,1.8304656736199372
1.057621871043715,2.008707862737568
1.213809547520158,2.2133782351882973
1.3866139584246202,2.4422294930351423
1.5752595780775693,2.691805001097041
1.7787769711182604,2.9577261740343856
1.9960655344218323,3.2351233378425746
2.2259457204083115,3.519125365055551
2.4671996562310325,3.805312981563628
2.7186009334316705,4.090059627472729
2.9789352629736534,4.370720990596954
3.24701395399324,4.6456738409554745
3.5216820584905144,4.914233961249495
3.8018227353587166,5.176496630074347
4.086359054416157,5.433142894696035
4.374254152039059,5.685245949427892
4.664510392305256,5.934099826038776
4.956167986532741,6.181081277490582
5.2483033743106455,6.427547186181383
5.540027561293561,6.67476447432827
5.830484533557479,6.923866862062936
6.118849816795121,7.175832107105724
6.404329214323658,7.431473791897833
6.686157735658503,7.691442701180928
6.963598713506962,7.9562339618379
7.235943098772712,8.226197175816443
7.502508918618035,8.501547665513236
7.762640880520104,8.782377642773135
8.015710104739654,9.068666620867312
8.261113967819416,9.36029074335138
8.498276041055478,9.657030939052477
8.726646108032817,9.958579958334456
8.945700249038927,10.264548431611757
9.154940976700637,10.574470129026656
9.353897417064548,10.887806620371393
9.542125516190511,11.20395151876987
9.71920828336846,11.522234501634816
9.884756024620492,11.841925235435873
10.038406621811701,12.1622373924805
10.179825762689307,12.482332798171303
10.308707208943098,12.801325879289037
10.42477307219975,13.118288465728137
10.527774040186364,13.432254946305067
10.617489487655355,13.742227743265914
10.693727967565088,14.047183612752578
10.756326929796831,14.34607963349407
10.805153141949884,14.637860322013665
10.840103401630113,14.921465507549756
10.861103069623713,15.195836255580403
